"bloco","bairro","regiao","data","data_relativa","concentracao","desfile","final","local_da_concentracao","percurso","publico_estimado","ano_do_primeiro_desfile","label","lon","lat"
"Mocidade de Santíssimo","Santíssimo","Zona Oeste",2018-02-11,"Domingo de Carnaval",1899-12-31 19:00:00,1899-12-31 21:00:00,1899-12-31 22:00:00,"rua augusto brandao rio de janeiro","Concentração Augusto Brandão e dando início ao desfile na rua Teixeira Campos e terminando na Rua Alves Dias",1000,2016,"Bloco: Mocidade de Santíssimo - Bairro: Santíssimo - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 19:00:00",-43.510625,-22.8770584
"Perereca do Grajaú","Grajaú","Tijuca e Adj",2018-02-11,"Domingo de Carnaval",1899-12-31 16:00:00,1899-12-31 18:00:00,1899-12-31 20:30:00,"praca edmundo rego rio de janeiro","Avenida Engenheiro Richard, atravessa a Barão do Bom Retiro, Rua Teodoro da Silva, Rua José Vicente, Rua Meira de Vasconcelos, Rua Farias de Brito e Largo do Verdun",1000,1977,"Bloco: Perereca do Grajaú - Bairro: Grajaú - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 16:00:00",-43.2640864,-22.922492
"Piranhas da Senador Nabuco","Vila isabel","Tijuca e Adj",2018-02-11,"Domingo de Carnaval",1899-12-31 16:00:00,1899-12-31 18:00:00,1899-12-31 22:00:00,"praca barao de drummond rio de janeiro","Boulevard 28 de Setembro, da Praça Barão de Drummond até esquina com Rua Visconde de Abaeté, retornando pelo Boulevard 28 de Setembro, Rua Luis Barbosa, Rua Torres Homem e Praça Noel Rosa",1000,1980,"Bloco: Piranhas da Senador Nabuco - Bairro: Vila isabel - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 16:00:00",-43.2505771,-22.9171389
"Porre Certo","Praça Seca","Barra/JPA",2018-02-11,"Domingo de Carnaval",1899-12-31 14:00:00,1899-12-31 17:00:00,1899-12-31 19:00:00,"rua carima rio de janeiro","Rua Parintins, Rua Florianópolis, Rua Urucuia, Rua Luiz Beltrão, Rua Parintins e Rua Carimã",500,2003,"Bloco: Porre Certo - Bairro: Praça Seca - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 14:00:00",-43.3582369,-22.8953554
"Que Merda é Essa?!","Ipanema","Zona Sul",2018-02-11,"Domingo de Carnaval",1899-12-31 10:00:00,1899-12-31 14:30:00,1899-12-31 16:00:00,"rua garcia d avila rio de janeiro","Rua Garcia D'avila, Avenida Vieira Souto, seguindo até O Jardim de Alah",2000,1995,"Bloco: Que Merda é Essa?! - Bairro: Ipanema - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 10:00:00",-43.2091861,-22.9834441
"Queima de Bangu","Bangu","Zona Oeste",2018-02-11,"Domingo de Carnaval",1899-12-31 16:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"rua agricola rio de janeiro","Rua Santa Cecília, seguindo até a Rua Fonseca (Dispersão)",500,1957,"Bloco: Queima de Bangu - Bairro: Bangu - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 16:00:00",-43.4587326,-22.8803198
"Quem Me Viu Mentiu","Ilha do Governador","Zona Norte 3",2018-02-11,"Domingo de Carnaval",1899-12-31 14:00:00,1899-12-31 16:00:00,1899-12-31 20:00:00,"praca jerusalem rio de janeiro","Segue pela Praia da Bica Av. Alm. Alves Câmara Junior até o numero 986",2000,2017,"Bloco: Quem Me Viu Mentiu - Bairro: Ilha do Governador - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 14:00:00",NA,NA
"Quer Swingar Vem Pra Cá","Vila isabel","Tijuca e Adj",2018-02-11,"Domingo de Carnaval",1899-12-31 09:00:00,1899-12-31 11:00:00,1899-12-31 14:00:00,"praca barao de drumond rio de janeiro","Parado",1000,2018,"Bloco: Quer Swingar Vem Pra Cá - Bairro: Vila isabel - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 09:00:00",-43.2505771,-22.9171389
"Raízes da Vila da Penha","Vila da Penha","Zona Norte 1",2018-02-11,"Domingo de Carnaval",1899-12-31 13:00:00,1899-12-31 14:00:00,1899-12-31 19:00:00,"rua sao joao gualberto rio de janeiro","Rua São João Gualberto, Rua General Silveira Sobrinho, Rua Oliveira Belo,  Rua Alice Tibiriça e Rua São João Gualberto",900,2007,"Bloco: Raízes da Vila da Penha - Bairro: Vila da Penha - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 13:00:00",-43.308744,-22.8420309
"Simpatia é Quase Amor","Ipanema","Zona Sul",2018-02-11,NA,1899-12-31 14:00:00,1899-12-31 16:00:00,1899-12-31 20:00:00,"teixeira de melo  praia rio de janeiro","Rua Teixeira de Melo e Avenida Vieira Souto até a Henrique Dumont",3e+05,1985,"Bloco: Simpatia é Quase Amor - Bairro: Ipanema - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 14:00:00",-43.1986589,-22.9853119
"Só Cachaça","Santo Cristo","Centro",2018-02-11,"Domingo de Carnaval",1899-12-31 16:00:00,1899-12-31 17:00:00,1899-12-31 22:00:00,"rua nabuco de freitas rio de janeiro","Rua Nabuco de Freitas (ida e volta)",500,2013,"Bloco: Só Cachaça - Bairro: Santo Cristo - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 16:00:00",-43.2004043,-22.9045133
"Thriller Elétrico","Vila isabel","Tijuca e Adj",2018-02-11,"Domingo de Carnaval",1899-12-31 08:00:00,1899-12-31 10:00:00,1899-12-31 13:00:00,"praca barao de drummond rio de janeiro","Parado",3000,2013,"Bloco: Thriller Elétrico - Bairro: Vila isabel - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 08:00:00",-43.2505771,-22.9171389
"Toca Rauuul!","Centro","Centro",2018-02-11,"Domingo de Carnaval",1899-12-31 14:00:00,1899-12-31 16:00:00,1899-12-31 20:00:00,"praca tiradentes rio de janeiro","PARADO",1000,2012,"Bloco: Toca Rauuul! - Bairro: Centro - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 14:00:00",-41.5079898,-17.8641323
"Toco-Xona","Flamengo","Zona Sul",2018-02-11,"Domingo de Carnaval",1899-12-31 10:00:00,1899-12-31 12:00:00,1899-12-31 16:00:00,"praia do flamengo   campo de terra  rio de janeiro","Parado",2000,2008,"Bloco: Toco-Xona - Bairro: Flamengo - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 10:00:00",NA,NA
"Toma Uma","Ilha de Paquetá","Centro",2018-02-11,"Domingo de Carnaval",1899-12-31 18:00:00,1899-12-31 19:00:00,1899-12-31 22:00:00,"praia da moreninha rio de janeiro","Praia da Moreninha, Rua Doutor Lacerda, Praia José Bonifácio, Praça Furquim Werneck e Praça Pintor Pedro Bruno",400,2005,"Bloco: Toma Uma - Bairro: Ilha de Paquetá - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 18:00:00",-43.1126916,-22.7542261
"Vai Tomar no Azul","Engenho de Dentro","Zona Norte 2",2018-02-11,"Domingo de Carnaval",1899-12-31 15:00:00,1899-12-31 15:00:00,1899-12-31 21:00:00,"rua pernambuco  rio de janeiro","Parado",500,2009,"Bloco: Vai Tomar no Azul - Bairro: Engenho de Dentro - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 15:00:00",-43.2992302,-22.8987046
"Vem Comigo","Vila Cosmos","Zona Norte 1",2018-02-11,"Segunda-feira de Carnaval",1899-12-31 14:00:00,1899-12-31 17:30:00,1899-12-31 19:00:00,"rua itacambira c av  meriti rio de janeiro","Rua Alecrim, Rua Itacambira com Rua Imbiaça.",1200,2000,"Bloco: Vem Comigo - Bairro: Vila Cosmos - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 14:00:00",NA,NA
"Vem Que Eu Te Abraço","Padre Miguel","Zona Oeste",2018-02-11,"Domingo de Carnaval",1899-12-31 12:00:00,1899-12-31 14:00:00,1899-12-31 17:00:00,"rua da caridade  rio de janeiro","Saindo da Rua da Caridade, Rua Figueiredo e voltando para a Rua da Caridade",800,2015,"Bloco: Vem Que Eu Te Abraço - Bairro: Padre Miguel - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 12:00:00",-43.4500894,-22.87328
"Vermelho e Branco da Colônia Z-10","Ilha do Governador","Zona Norte 3",2018-02-11,"Domingo de Carnaval",1899-12-31 09:00:00,1899-12-31 10:00:00,1899-12-31 15:00:00,"praca sao pedro rio de janeiro","Praça São Pedro, Praia do Jequiá, Rua Maldonado, Praça Iaiá Garcia, Rua Fernandes da Fonseca Rua Paramopama, Praia do Zumbi, Rua Pojuca, e Dispersão na Rua Rio Jequiá.",5000,2003,"Bloco: Vermelho e Branco da Colônia Z-10 - Bairro: Ilha do Governador - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 09:00:00",NA,NA
"Virilha de Minhoca","Bangu","Zona oeste",2018-02-11,"Domingode Carnaval",1899-12-31 18:00:00,1899-12-31 19:00:00,1899-12-31 22:00:00,"rua fonseca  rio de janeiro","Rua fonseca, rua oliveira ribeiro, Av. Cônego de Vasconcelos, Rua Santa Cecilia, Rua Fonseca",6000,2002,"Bloco: Virilha de Minhoca - Bairro: Bangu - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 18:00:00",NA,NA
"Xodó da Piedade","Piedade","Zona Norte 2",2018-02-11,"Domingo de Carnaval",1899-12-31 16:00:00,1899-12-31 17:00:00,1899-12-31 22:00:00,"rua mario carpenter rio de janeiro","Rua Mario Carpenter, Rua Leopoldina, Rua João Pinheiro, Av. Dom Helder Camara, Rua Ferreira Sampaio, Rua Ernesto Nunes, Angelina e finaliza na Rua Mario Carpenter",1500,1972,"Bloco: Xodó da Piedade - Bairro: Piedade - Regiao: Zona Norte 2Data: 2018-02-11 - Concentração 16:00:00",NA,NA
"Acabou o Amor","Ilha do Governador","Zona Norte 3",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 18:00:00,1899-12-31 18:00:00,1899-12-31 21:00:00,"rua domingos mundin  rio de janeiro","Rua Domingos Mundin e Rua Euzebio de Farias 26",500,2015,"Bloco: Acabou o Amor - Bairro: Ilha do Governador - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 18:00:00",-43.1862396,-22.7950474
"Aconteceu","Santa Teresa","Centro",2018-02-12,"Sábado - 1 semana antes do Carnaval",1899-12-31 16:00:00,1900-01-04 18:00:00,1900-01-04 22:00:00,"rua aurea rio de janeiro","Largo dos Guimarães, Rua Paschoal , Rua Carlos Magno, Rua Monte Alegre, Rua Aurea",1000,2000,"Bloco: Aconteceu - Bairro: Santa Teresa - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 16:00:00",-43.1887309,-22.9223772
"Afoxé Filhos de Gandhi","Copacabana","Zona Sul",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 17:00:00,1899-12-31 19:00:00,"posto  de copacabana rio de janeiro","Av. Atlântica do Posto 6 ao Posto 4",2000,1952,"Bloco: Afoxé Filhos de Gandhi - Bairro: Copacabana - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 16:00:00",-43.1861802,-22.9735468
"Afoxé Raizes Africanas","Copacabana","Zona Sul",2018-02-12,"Segunda de Carnaval",1899-12-31 14:00:00,1899-12-31 17:00:00,1899-12-31 20:00:00,"posto  de copacabana rio de janeiro","Concentração Colonia dos pescadores, Xavier da Silveira",150,2007,"Bloco: Afoxé Raizes Africanas - Bairro: Copacabana - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 14:00:00",-43.1861802,-22.9735468
"Afroreggae","Centro","Centro",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 09:00:00,1899-12-31 10:00:00,1899-12-31 15:00:00,"presidente antonio carlos rio de janeiro","Av. Presidente Antonio Carlos até a Rua Araujo Porto Alegre",80000,2006,"Bloco: Afroreggae - Bairro: Centro - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 09:00:00",-43.1729739,-22.9077771
"Alegria do São Bento","Padre Miguel","Zona Oeste",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 17:00:00,1899-12-31 18:00:00,1899-12-31 20:00:00,"rua sidney rio de janeiro","Esquina da Rua Sidney Nº40, Rua Figueiredo camargo e retorna para a Rua Sidney Nº40",800,2014,"Bloco: Alegria do São Bento - Bairro: Padre Miguel - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 17:00:00",NA,NA
"Amigos da Esquina de Madureira - Fla Esquina","Madureira","Zona Norte 1",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 16:00:00,1900-01-02 19:00:00,1899-12-31 21:00:00,"praca de magno rio de janeiro","Parado",500,2017,"Bloco: Amigos da Esquina de Madureira - Fla Esquina - Bairro: Madureira - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 16:00:00",-43.1745717,-22.7874422
"Arteiros da Glória","Glória","Zona Sul",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 17:00:00,1899-12-31 21:00:00,"rua da gloria  rio de janeiro","Rua da Glória, Rua do Catete, Rua Antonio Mendes Campos, Largo da Glória, Av. Augusto Severo e Rua da Glória",2000,2007,"Bloco: Arteiros da Glória - Bairro: Glória - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 16:00:00",-43.1770481,-22.9192102
"Associação Carnavalesca Infiéis","Centro","Centro",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 17:00:00,1899-12-31 22:00:00,"largo alexandre herculano   rio de janeiro","Parado",1000,2008,"Bloco: Associação Carnavalesca Infiéis - Bairro: Centro - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 16:00:00",NA,NA
"Balança Meu Catete","Catete","Zona Sul",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 15:00:00,1899-12-31 18:00:00,1899-12-31 21:00:00,"rua do catete  rio de janeiro","Rua do Catete, Rua Pedro Américo, Rua Bento Lisboa, Rua Dois de Dezembro e Rua do Catete, até a esquina com a Buarque de Macedo, retornando ao local de concentração",4000,2011,"Bloco: Balança Meu Catete - Bairro: Catete - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 15:00:00",-43.1766344,-22.927073
"Balanço do Jamelão","Andaraí","Tijuca e Adj",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 18:00:00,1899-12-31 20:00:00,"rua botucatu rio de janeiro","Rua Botucatu, Rua Rosa e Silva, Rua Caçapava, Rua Uberaba, Rua Botucatu, Rua Barão de Mesquita",600,2007,"Bloco: Balanço do Jamelão - Bairro: Andaraí - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 16:00:00",-43.2568426,-22.9266235
"Bambas do Curuzu","São Cristóvão","Centro",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 18:00:00,1899-12-31 22:00:00,"rua curuzu  rio de janeiro","Rua Curuzu, Rua Alves Monte, Rua Coronel Cabrita, Praça Argentina, Rua Coronel Brandão e Rua Tuiuti - Curuzu",1500,2007,"Bloco: Bambas do Curuzu - Bairro: São Cristóvão - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 16:00:00",-43.2304204,-22.896283
"Banda Clube Nobre do Bairro Peixoto","Copacabana","Zona Sul",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 11:00:00,1899-12-31 11:00:00,1899-12-31 15:00:00,"av  atlantica rio de janeiro","Parado",700,1997,"Bloco: Banda Clube Nobre do Bairro Peixoto - Bairro: Copacabana - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 11:00:00",-43.1814726,-22.9695324
"Banda da Amizade","Lapa","Centro",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 15:00:00,1899-12-31 17:00:00,1899-12-31 21:00:00,"rua tadeu kosciusco rio de janeiro","Parado",1000,1999,"Bloco: Banda da Amizade - Bairro: Lapa - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 15:00:00",-43.1883721,-22.9144485
"Banda da Constança Barbosa - Galo do Méier","Méier","Zona Norte 2",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 15:00:00,1899-12-31 18:00:00,1899-12-31 21:00:00,"rua constanca barbosa  rio de janeiro","Rua Constança Barbosa, Rua Manuela Barbosa, Rua Dias da Cruz, Rua Magalhães Couto e Rua Manuela Barbosa",1000,2014,"Bloco: Banda da Constança Barbosa - Galo do Méier - Bairro: Méier - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 15:00:00",-43.2806203,-22.9011254
"Banda da Inválidos","Lapa","Centro",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 16:30:00,1899-12-31 18:30:00,1899-12-31 22:00:00,"rua dos invalidos entre av  mem de sa e henrique valadares rio de janeiro","Rua dos Inválidos, Rua do Senado, Rua Ubaldino do Amaral, Av.Henrique Valadares, Rua dos Inválidos;",1000,1976,"Bloco: Banda da Inválidos - Bairro: Lapa - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 16:30:00",NA,NA
"Banda da Penha","Penha","Zona Norte 1",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 16:00:00,1900-01-03 20:00:00,1900-01-03 22:00:00,"largo da rua couto rio de janeiro","Parado",1000,2014,"Bloco: Banda da Penha - Bairro: Penha - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 16:00:00",-43.2359697,-22.8904448
"Banda de Ipanema Infantil","Ipanema","Zona Sul",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 14:30:00,1899-12-31 16:00:00,1899-12-31 19:30:00,"praca general osorio rio de janeiro","Praça General Osório - Parado",10000,1965,"Bloco: Banda de Ipanema Infantil - Bairro: Ipanema - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 14:30:00",-43.1978183,-22.9851806
"Banda do Riviera","Barra da Tijuca","Barra/JPA",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 15:00:00,1899-12-31 17:00:00,1899-12-31 19:00:00,"rua rosalinda brant condominio riviera rio de janeiro","Rua Rosalinda Brant, Rua Celso Kelly, Rua Afrânio Costa, Rua Professor Dulcídio Cardoso e Rua Rosalinda Brant",2500,2007,"Bloco: Banda do Riviera - Bairro: Barra da Tijuca - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 15:00:00",-43.338859,-23.0040697
"Banda Inimigos da Bebida","Ilha do Governador","Zona Norte 3",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 10:00:00,1899-12-31 11:00:00,1899-12-31 15:00:00,"praca comandante mege rio de janeiro","Saindo da Praça Comandante Magé, Rua Altinópolis, Beira da Praia da Bandeira, seguindo em direção ao Detran, dobrando no Fórum da Ilha do Governador e encerrando na Praça Comandante Megé",900,2012,"Bloco: Banda Inimigos da Bebida - Bairro: Ilha do Governador - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 10:00:00",-43.1792816,-22.8072574
"Batalha dos Blocos","Recreio dos Bandeirantes","Barra/JPA",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 10:00:00,1899-12-31 10:00:00,1899-12-31 14:00:00,"praia do recreio posto  rio de janeiro","Parado",4000,2017,"Bloco: Batalha dos Blocos - Bairro: Recreio dos Bandeirantes - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 10:00:00",-43.4713169,-23.032474
"Batucada Abençoada","Copacabana","Zona Sul",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 08:00:00,1899-12-31 10:00:00,1899-12-31 12:00:00,"concentracao  rio de janeiro","Posto 6 ao posto 5",3000,2018,"Bloco: Batucada Abençoada - Bairro: Copacabana - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 08:00:00",-43.2608797,-22.8821453
"Bloco Afro Afoxé Ile Ala","Copacabana","Zona Sul",2018-02-12,"Segunda de Carnaval",1899-12-31 14:00:00,1899-12-31 15:00:00,1899-12-31 18:00:00,"posto  de copacabana rio de janeiro","Av. Atlântica do Posto 6 ao Posto 4",500,2015,"Bloco: Bloco Afro Afoxé Ile Ala - Bairro: Copacabana - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 14:00:00",-43.1896949,-22.9832376
"Bloco Boemios do Catruz","Pedra de Guaratiba","Zona Oeste",2018-02-12,"Segunda-feira de carnaval",1899-12-31 21:00:00,1899-12-31 21:00:00,1899-12-31 22:00:00,"praca dr  raul capello barrozo rio de janeiro","Parado",1500,2010,"Bloco: Bloco Boemios do Catruz - Bairro: Pedra de Guaratiba - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 21:00:00",NA,NA
"Bloco Chega Mais","Piedade","Zona Norte 2",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 15:30:00,1899-12-31 16:00:00,1899-12-31 21:00:00,"rua padre manoel da nobrega rio de janeiro","Início: Padre Manoel de Nobrega Nº114, Av Dom Helder Câmara por 600 metros, retorna no sentido Cascadura",3500,2004,"Bloco: Bloco Chega Mais - Bairro: Piedade - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 15:30:00",-43.313585,-22.8801555
"Bloco Confetes e Serpentinas","Pedra de Guaratiba","zona oeste",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 19:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"praca dr  raul capello barrozo rio de janeiro","Parado",1500,2016,"Bloco: Bloco Confetes e Serpentinas - Bairro: Pedra de Guaratiba - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 19:00:00",NA,NA
"Bloco da Colônia Z-3","Ilha de Paquetá","Centro",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 17:00:00,1899-12-31 19:00:00,1899-12-31 21:00:00,"praia jose bonifacio rio de janeiro","Praia José Bonifácio, Rua Furquim Werneck e Praça Pintor Pedro Bruno",2000,2012,"Bloco: Bloco da Colônia Z-3 - Bairro: Ilha de Paquetá - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 17:00:00",-43.1101148,-22.7626789
"Bloco de Segunda","Humaitá","Zona Sul",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 17:00:00,1899-12-31 21:00:00,"rua marques atras da cobal do humaita rio de janeiro","Rua Marques, Voluntários da Pátria, Rua Martins Ferreira, Rua São Clemente e Rua Marques",5000,1987,"Bloco: Bloco de Segunda - Bairro: Humaitá - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 16:00:00",-43.1968471,-22.955027
"Bloco do Boi ""Só Falta Você!""","Pedra de Guaratiba","Zona Oeste",2018-02-12,"Segunda-feira de Carnaval",1900-01-01 18:00:00,1900-01-01 18:50:00,1900-01-01 22:00:00,"rua barros de alarcao  praca sao pedro rio de janeiro","Rua Barros de Alarcão até o final da rua",200,2010,"Bloco: Bloco do Boi ""Só Falta Você!"" - Bairro: Pedra de Guaratiba - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 18:00:00",NA,NA
"Bloco Estratégia","Centro","Centro",2018-02-12,"Segunda-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 17:00:00,1899-12-31 20:00:00,"largo de sao francisco de paula rio de janeiro","Parado",5000,2012,"Bloco: Bloco Estratégia - Bairro: Centro - Regiao: Zona Norte 2Data: 2018-02-12 - Concentração 16:00:00",-43.1811144,-22.9052041
